"GeolCode";"GeolCodeInt";"DE";"FR"
"Vlit504054";15203449;"Orthogneis der Portjengrat-Decke";"Orthogneiss de la nappe du Protjengrat"
"Vlit504055";15203450;"Saas-Fee-Augengneis";"Gneiss oeillé de Saas Fee"
"Vlit504056";15203451;"Almagelhorn-Migmatit";"Migmatite de l'Almagelhorn"
"Vlit504057";15203452;"Weissmies-Paragneis";"Paragneiss du Weissmies"
"Vlit504058";15203453;"Monte-Rosa-Orthogneis, mittelkörnig";"Orthogneiss du Mont Rose, à grain moyen"
"Vlit504059";15203454;"Stellihorn-Mylonit";"Mylonite du Stellihorn"
"Vlit504060";15203455;"Kalkschiefer der Fäldbach-Serie";"Calcschistes de la Série du Fäldbach"
"Vlit504061";15203456;"Nordpenninischer Dogger";"Dogger nord-pennique"
"Vlit504062";15203457;"Nordpenninischer Lias";"Lias nord-pennique"
"Vlit504063";15203458;"Dolomit der Nordpenninische Trias";"Dolomie du Trias nord-pennique"
"Vlit504064";15203459;"Valgrande-Paragneis";"Paragneiss de Vagrande"
"Vlit504065";15203460;"Variszische Intrusiva des Briançonnais";"Roches intrusives varisques du Briançonnais"
"Vlit504066";15203461;"Prävariszisches Grundgebirge des Briançonnais";"Socle cristallin anté-varisque du Briançonnais"
"Vlit504067";15203462;"Moncucco-Peridotit";"Péridotite du Moncucco"
"Vlit504068";15203463;"Albitaugenschiefer (SOPA) der Adlerflüe-Formation";"Schistes oeillés à porphyroblastes d'albite (SOPA) de la Formation de l'Adlerflüe"
"Vlit504069";15203464;"Bänderamphibolit der Adlerflüe-Formation";"Amphibolite rubanée de la Formation de l'Adlerflüe"
"Vlit504070";15203465;"Minugrat-Eklogit";"Éclogite du Minugrat"
"Vlit504071";15203466;"Amphibolit des Ergischhorn-Ensembles";"Amphibolite du Complexe gneissique de l'Ergischhorn"
"Vlit504072";15203467;"Grüngesteine der Distulberg-Formation";"Roches vertes de la Formation du Distulberg"
"Vlit504073";15203468;"Prasinit der Métailler-Formation";"Prasinites de la Formation du Métailler"
"Vlit504074";15203469;"Ultramafit der Métailler-Formation";"Roches ultramafiques de la Formation du Métailler"
"Vlit504075";15203470;"Oberems-Albitgneis";"Gneiss albitique d'Oberems"
"Vlit504076";15203471;"Permo-Karbon der Maggia-Decke";"Permo-Carbonifère de la nappe de la Maggia"
"Vlit504077";15203472;"Perm der Maggia-Decke";"Permien de la nappe de la Maggia"
"Vlit504078";15203473;"Karbon der Maggia-Decke";"Carbonifère de la nappe de la Maggia"
"Vlit504079";15203474;"Variszische Intrusiva der Maggia-Decke";"Roches intrusives varisques de la nappe de la Maggia"
"Vlit504080";15203475;"Prävariszisches Grundgebirge der Maggia-Decke";"Socle cristallin anté-varisque de la nappe de la Maggia"
"Vlit504081";15203476;"Maggia-D.: Paragneis";"Maggia-D.: Paragneis"
"Vlit504082";15203477;"Bändergneis der Maggia-Decke";"Gneiss rubané de la nappe de la Maggia"
"Vlit504083";15203478;"Augengneis der Maggia-Decke";"Gneiss oeillé de la nappe de la Maggia"
"Vlit504084";15203479;"Alpigia-Gneis";"Gneiss d'Alpigia"
"Vlit504085";15203480;"Gresso-Someo-Zone";"zone de Gresso-Someo"
"Vlit504086";15203481;"Pertusio-Zone";"zone de Pertusio"
;15203482;"Passo-di-Cristallina-Zone";"zone du Passo di Cristallina"
;15203483;"Lago-Scuro-Formation";"Formation du Lago Scuro"
;15203484;"Val-Sabbia-Formation";"Formation du Val Sabbia"
;15203485;"Massari-Formation";"Formation du (Pizzo) Massari"
;15203486;"Naret-Formation";"Formation du Narèt"
;15203487;"Breithorn-Serpentinit";"Serpentinite du Breithorn"
;15203488;"Loranco-Amphibolit";"Amphibolite de Loranco"
;15203489;"Andolla-Eklogit";"Éclogite d'Andolla"
;15203490;"Roz-Schiefer";"Schistes du Roz"
;15203491;"Ophiolith der Ramosch-Zone";"Ophiolite de la zone de Ramosch"
;15203492;"Metasedimente der Arosa-Decke";"Métasédiments de la nappe d'Arosa"
;15203493;"Totalp-Serpentinit";"Serpentinite de la Totalp"
;15203494;"Maran-Brekzie";"Brèche de Maran"
;15203495;"Solis-Kalk";"Calcaire de Solis"
;15203496;"Metasedimente der Platta-Decke";"Métasédiments de la nappe du Platta"
;15203497;"Flix-Schichten";"Schistes de Flix"
;15203498;"Calpionellenkalk der Platta-Decke";"Calcaire à calpionelles de la nappe du Platta"
;15203499;"Radiolarit der Platta-Decke";"Radiolarite de la nappe du Platta"
;15203500;"Ophiolith der Platta-Decke";"Ophiolite de la nappe du Platta"
;15203501;"Vignun-Gneis";"Gneiss de Vignone"
;15203502;"Metasedimente der Avers-Decke";"Métasédiments de la nappe de l'Avers"
;15203503;"Ophiolith der Avers-Decke";"Ophiolite de la nappe de l'Avers"
;15203504;"Brekzie-Formation";"Brekzie-Formation"
;15203505;"Minschun-Brekzie";"Brèche du Minschun"
;15203506;"Tasna-Altkristallin";"Socle cristallin de la nappe de la Tasna"
;15203507;"Piz-del-Palo-Gneis";"Gneiss du Piz del Palo"
;15203508;"Truzzo-Granit";"Granite de Truzzo"
;15203509;"Rebi-Gneis";"Gneiss de Rebi"
;15203510;"Brione-Gabbro";"Gabbro de Brione"
;15203511;"Gruf-Migmatit";"Migmatite du Gruf"
;15203512;"Adula-D.: Basaler Gneis";"Adula-D.: Basaler Gneis"
;15203513;"Val-Chironico-Gneis";"Gneiss du Val Chironico"
;15203514;"Ganna-Gneis";"Gneiss de Ganna"
;15203515;"Adula-D.: Albit-Oligoklasgneis";"Adula-D.: Albit-Oligoklasgneis"
;15203516;"Sivigia-Gneis";"Gneiss de Sivigia"
;15203517;"Aula-Spruga-Gneiskomplex";"Complexe gneissique d'Aula-Spruga"
;15203518;"Lizun-Grünschiefer";"Schistes verts du Lizun"
;15203519;"Rossi-Formation";"Formation des Rossi"
;15203520;"Bosco-Gneis";"Gneiss de Bosco"
;15203521;"Batnall-Gneis";"Gneiss du Batnall"
;15203526;"Gips der Zone Submédiane";"Gypse de la Zone Submédiane"
;15203527;"Karpatischer Keuper";"Karpatischer Keuper"
;15203528;"Zwischenmythen-Mergel";"Marne de Zwischenmythen"
;15203529;"Cenomanbrekzien-Serie";"Cenomanbrekzien-Serie"
;15203530;"Bettlerjoch-Brekzie";"Brèche du Bettlerjoch"
;15203531;"Bargella-Brekzie";"Brèche de Bargella"
;15203532;"Adula-D.: Kalkschiefer und Marmor";"Adula-D.: Kalkschiefer und Marmor"
"Vlit505001";15203533;"Salahorn-Fm.: Metaplutonit";"Formation du Salahorn: métaplutonite"
"Vlit505002";15203534;"Salahorn-Fm.: Paragneis";"Formation du Salahorn: paragneiss"
"Vlit505003";15203535;"Adula-D.: Ultramafitit";"Adula-D.: Ultramafitit"
"Vlit505004";15203536;"Cima-Lunga-D.: Kalkschiefer und Marmor";"Cima-Lunga-D.: Kalkschiefer und Marmor"
"Vlit505005";15203537;"Cima-Lunga-D.: Dolomitmarmor";"Cima-Lunga-D.: Dolomitmarmor"
;15203538;"Cima-Lunga-D.: Paragneis";"Cima-Lunga-D.: Paragneis"
"Vlit505007";15203539;"Vacarisc-Gneis";"Gneiss de Vacarisc"
"Vlit505008";15203540;"Rognoi-Gneis";"Gneiss de Rognoi"
"Vlit505009";15203541;"Cima-Lunga-D.: Granatit";"Cima-Lunga-D.: Granatit"
"Vlit505010";15203542;"Cima-Lunga-D.: Amphibolit";"Cima-Lunga-D.: Amphibolit"
"Vlit505011";15203543;"Cima-Lunga-D.: Eklogit";"Cima-Lunga-D.: Eklogit"
"Vlit505012";15203544;"Cima-Lunga-D.: Ultramafitit";"Cima-Lunga-D.: Ultramafitit"
"Vlit505013";15203545;"Personico-Gneis";"Gneiss de Personico"
"Vlit505014";15203546;"Leventina-Gneis: oberer Teil";"Gneiss de la Leventina: partie supérieure"
"Vlit505015";15203547;"Leventina-Gneis: unterer Teil";"Gneiss de la Leventina: partie inférieure"
"Vlit505016";15203548;"Leventina-D.: Kalksilikatfels";"Leventina-D.: Kalksilikatfels"
"Vlit505017";15203549;"Leventina-D.: Leukogneis";"Leventina-D.: Leukogneis"
"Vlit505018";15203550;"Leventina-D.: Paragneis";"Leventina-D.: Paragneis"
"Vlit505019";15203551;"Leventina-D.: Amphibolit";"Leventina-D.: Amphibolit"
"Vlit505020";15203552;"Maggia-D.: Amphibolit";"Maggia-D.: Amphibolit"
"Vlit505021";15203553;"Simano-D.: Kalkmarmor";"Simano-D.: Kalkmarmor"
"Vlit505022";15203554;"Simano-D.: Dolomitmarmor";"Simano-D.: Dolomitmarmor"
"Vlit505023";15203555;"Simano-D.: Paragneis";"Simano-D.: Paragneis"
"Vlit505024";15203556;"Renten-Gneis";"Gneiss de Renten"
"Vlit505025";15203557;"Legiuna-Gneis";"Gneiss de Legiuna"
"Vlit505026";15203558;"Simano-D.: Amphibolit";"Simano-D.: Amphibolit"
"Vlit505027";15203559;"Simano-D.: Ultramafitit";"Simano-D.: Ultramafitit"
"Vlit505028";15203560;"Alpbach-Schiefer";"Schistes de l'Alpbach"
"Vlit505029";15203561;"Arosa-D.: Gabbro";"Arosa-D.: Gabbro"
"Vlit505030";15203562;"Klippen-Flysch";"Klippen-Flysch"
"Vlit505031";15203563;"Couches-Rouges der ZSK";"Couches-Rouges de klippes de Suisse centrale"
"Vlit505032";15203564;"Wägital-Flysch: oberer Teil (Paläogen)";"Flysch du Wägital: partie supérieure (Paléogène)"
"Vlit505033";15203565;"Wägital-Flysch: untererer Teil (Kreide)";"Flysch du Wägital: partie inférieure (Crétacé)"
"Vlit505034";15203566;"Wägital-Flysch: basaler, tektonisierter Teil";"Flysch du Wägital: partie basale, tectonisée"
"Vlit505035";15203567;"Gibel- und Griggeli-Formation";"Formations de Gibel et de Griggeli"
"Vlit505036";15203568;"Dolomit der Klippen-Decke";"Dolomie des Préalpes Médianes"
"Vlit505037";15203569;"Dolomit und Kalk der Klippen-Decke";"Dolomie et calcaire des Préalpes Médianes"
"Vlit505038";15203570;"Bunter schiefriger Dolomit und Rauwacke der Klippen-Decke";"Dolomie schisteuse et cornieule des Préalpes Médianes"
"Vlit505039";15203571;"Rauwacke der Klippen-Decke";"Cornieule des Préalpes Médianes"
"Vlit505040";15203572;"Gipsmergel und Sandstein der Klippen-Decke";"Marne gypseuse et grès des Préalpes Médianes"
"Vlit505041";15203573;"Schlieren-Sandstein, im Paläogen tektonisch überprägt";"Grès des Schlieren, tectonisé au Paléogène"
"Vlit505042";15203574;"Leimern-Schichten";"Couches de la Leimern"
"Vlit505043";15203575;"Rauwacke und Quarzsandstein der Klippen-Decke (basale Trias)";"Cornieule et grès quartzitique des Préalpes Médianes (Trias basal)"
"Vlit505044";15203576;"Schlieren-Flysch: Hauptmasse (Paläogen)";"Flysch des Schlieren: masse principale (Paléogène)"
"Vlit505045";15203577;"Mittellias der Klippen-Decke";"Lias moyen des Préalpes"
"Vlit505046";15203578;"Langel-Member der Zentralschweizer Klippen";"Membre de Langel des klippes de Suisse centrale"
"Vlit505047";15203579;"Nolla-Tonschiefer: Quarzsandstein";"Schistes argileux de la Nolla: grès quartzitique"
"Vlit505048";15203580;"Bärenhorn-Formation: Quarzsandstein";"Formation du Bärenhorn: grès quartzitique"
"Vlit505049";15203581;"Kalkiger Tonschiefer der Grava-Decke";"Schiste argilo-calcaire de la nappe de la Grava"
"Vlit505050";15203582;"Toniger Kalkschiefer der Grava-Decke";"Schiste calcaréo-argileux de la nappe de la Grava"
"Vlit505051";15203583;"Trias der Grava-Decke, undifferenziert";"Trias de la nappe de la Grava, indifférencié"
"Vlit505052";15204001;"God-Drosa-Flysch";"Flysch du God Drosa"
"Vlit505053";15204002;"Chanèls-Formation";"Formation de Chanèls"
"Vlit505054";15204003;"Lech-Formation";"Formation de Lech"
"Vlit505055";15204004;"Emmat-Formation";"Formation d'Emmat"
"Vlit505056";15204005;"Russenna-Formation";"Formation du (Munt) Russenna"
"Vlit505057";15204006;"Ammergau-Formation";"Formation d'Ammergau"
"Vlit505058";15204007;"Blais-Formation";"Formation du Blais"
"Vlit505059";15204008;"Plattas-Member";"Membre de Plattas"
"Vlit505060";15204009;"Ruhpolding-Formation";"Formation de Ruhpolding"
"Vlit505061";15204010;"Saluver-Gruppe";"Groupe du (Piz) Saluver"
"Vlit505062";15204011;"Saluver-Formation";"Formation du (Piz) Saluver"
"Vlit505063";15204012;"Bardella-Formation";"Formation de Bardella"
"Vlit505064";15204013;"Salteras-Formation";"Formation du (Piz) Salteras"
"Vlit505065";15204014;"Salamun-Brekzie";"Brèche de Salamun"
"Vlit505066";15204015;"Err-Brekzie";"Brèche d'Err"
"Vlit505067";15204016;"Allgäu-Formation";"Formation de l'Allgäu"
"Vlit505068";15204017;"Mezzaun-Member";"Membre du (Piz) Mezzaun"
"Vlit505069";15204018;"Blaisun-Member";"Membre du (Piz) Blaisun"
"Vlit505070";15204019;"Trupchun-Member";"Membre du (Val) Trupchun"
;15204020;"Agnelli-Formation";"Formation d'Agnelli"
;15204021;"Adnet-Kalk";"Calcaire d'Adnet"
;15204022;"Hierlatz-Kalk";"Calcaire de Hierlatz"
;15204023;"Alv-Brekzie";"Brèche d'Alv"
;15204024;"Kössen-Formation";"Formation de Kössen"
;15204025;"Zirmenkopf-Kalk";"Calcaire du Zirmenkopf"
;15204026;"Mitgel-Member";"Membre du (Piz) Mitgel"
;15204027;"Ramoz-Member";"Membre de Ramoz"
;15204028;"Schesaplana-Member";"Membre du Schesaplana"
;15204029;"Alplihorn-Member";"Membre de l'Alplihorn"
;15204030;"Hauptdolomit-Gruppe";"Hauptdolomit-Gruppe"
;15204031;"Murtèr-Plattenkalk";"Calcaire plaqueté du (Piz) Murtèr"
;15204032;"Murteret-Dolomit";"Dolomie du Murteret"
;15204033;"Diavel-Formation";"Formation du (Piz dal) Diavel"
;15204034;"Quattervals-Formation";"Formation du (Piz) Quattervals"
;15204035;"Crappa-Mala-Mergel";"Marne de la Crappa Mala"
;15204036;"Pra-Grata-Member";"Membre de Pra Grata"
;15204037;"Müschauns-Dolomit";"Dolomie du (Val) Müschauns"
;15204038;"Raibl-Gruppe";"Groupe de Raibl"
;15204039;"Fanez-Formation";"Formation de Fanez"
;15204040;"Valbella-Member";"Membre de la Valbella"
;15204041;"Fanez-Dolomit";"Dolomie de Fanez"
;15204042;"Mezdi-Member";"Membre du (Piz) Mezdi"
;15204043;"Cluozza-Member";"Membre du Val Cluozza"
;15204044;"Stugl-Member";"Membre de Stugl"
;15204045;"Mingèr-Formation";"Formation du Val Mingèr"
;15204046;"Mingèr-Dolomit";"Dolomie du Val Mingèr"
;15204047;"Mora-Member";"Membre du Val Mora"
;15204048;"Garone-Formation";"Formation du (Monte) Garone"
;15204049;"Arlberg-Formation";"Formation de l'Arlberg"
;15204050;"Partnach-Formation";"Formation de la Partnach"
;15204051;"Altein-Formation";"Formation de l'Altein"
;15204052;"Parai-Alba-Member";"Membre de la Parai Alba"
;15204053;"Prosanto-Formation";"Formation du (Piz) Prosanto"
;15204054;"Vallatscha-Formation";"Formation du (Piz) Vallatscha"
;15204055;"Tiaun-Brekzie";"Brèche du Tiaun"
;15204056;"Vallatscha-Member";"Membre du (Piz) Vallatscha"
;15204057;"Turettas-Member";"Membre du (Piz) Turettas"
;15204058;"Landwasser-Member";"Membre de la Landwasser"
;15204059;"S-charl-Formation";"Formation de S-charl"
;15204060;"Sertig-Member";"Membre du Sertig"
"Vlit506001";15204061;"Ravais-ch-Member";"Membre de Ravais-ch"
"Vlit506002";15204062;"Reiflingen-Formation";"Formation de Reiflingen"
"Vlit506003";15204063;"Ducan-Formation";"Formation du (Piz) Ducan"
"Vlit506004";15204064;"Trochitendolomit-Member";"Trochitendolomit-Member"
;15204065;"Brachiopodenkalk-Member";"Brachiopodenkalk-Member"
;15204066;"Eisendolomit-Member";"Eisendolomit-Member"
;15204067;"Gracilis-Member";"Gracilis-Member"
;15204068;"Gutenstein-Formation";"Formation de Gutenstein"
;15204069;"Reichenhall-Formation";"Formation de Reichenhall"
;15204070;"Fuorn-Formation";"Formation du Fuorn"
;15204071;"Punt-la-Drossa-Member";"Membre de Punt la Drossa"
;15204072;"Pflanzenquarzit (Fuorn-Fm.)";"Pflanzenquarzit (Fm. du Fuorn)"
;15204073;"Unteres Member der Fuorn-Fm.";"Membre inférieur de la Fm. du Fuorn"
;15204074;"Val-Müstair-Gruppe";"Groupe du Val Müstair"
;15204075;"Chazforà-Formation";"Formation de Chazforà"
;15204076;"Tuors-Member";"Membre du (Val) Tuors"
;15204077;"Val-Püra-Member";"Membre du Val Püra"
;15204078;"Präbichl-Formation";"Formation de Präbichl"
;15204079;"Ruina-Formation";"Formation de la Ruina"
;15204080;"Sandhubel-Member";"Membre du Sandhubel"
;15204081;"Bellaluna-Member";"Membre de Bellaluna"
;15204082;"Mönchalp-Augengneis";"Gneiss oeillé de la Mönchalp"
;15204083;"Tschuggen-Augengneis";"Gneiss oeillé de Tschuggen"
;15204084;"Güstizia-Gneis";"Gneiss de la Güstizia"
;15204085;"Plasseggen-Augengneis";"Gneiss oeillé de Plasseggen"
;15204086;"Trias des Ostalpins";"Trias de l'Austroalpin"
;15204096;"Fedoz-Gneiskomplex";"Complexe gneissique de Fedoz"
;15204099;"Maloja-Gneiskomplex";"Complexe gneissique du Maloja"
;15204102;"Err-Granodiorit";"Granodiorite d'Err"
;15204103;"Postvariszische Diabasgänge";"Filons de diabase postvarisques"
;15204104;"Flüela-Augnengneis";"Gneiss oeillé de la Flüela"
;15204105;"Dorfberg-Gneis";"Gneiss du Dorfberg"
;15204106;"Chaschauna-Brekzie";"Brèche du Piz Chaschauna"
;15204107;"Sesvenna-Augengneis";"Gneiss oeillé de la Sesvenna"
;15204108;"Vaüglia-Granodiorit";"Granodiorite de Vaüglia"
;15204109;"Döss-Radond-Vulkanite";"Roches volcanique du Döss Radond"
;15204110;"Augsten-Brekzie";"Brèche de l'Augsten"
;15204111;"Piz-Trovat-Metarhyolit";"Métarhyolite du Piz Trovat"
;15204112;"Sass-Queder-Metarhyolith";"Métarhyolite du Sass Queder"
;15204113;"La-Rösa-Orthogneis";"Orthogneiss de la Rösa"
;15204114;"Carale-Paraschiefer";"Schistes du Carale"
;15204115;"Gosau-Gruppe";"Groupe de Gosau"
;15204116;"Morteratsch-Serpentinit";"Serpentinite du Morteratsch"
;15204117;"Forun-Augengneis";"Gneiss oeillé du Forun"
;15204118;"Kesch-Augengneis";"Gneiss oeillé du Piz Kesch"
;15204119;"prävariszisches polyzyklisches Grundgebirge des Ostalpins";"socle polycyclique anté-varisque de l'Austroalpin"
;15204120;"«Jüngere Orthogneise»";"«Jüngere Orthogneise»"
;15204121;"«Ältere Orthogneise»";"«Ältere Orthogneise»"
;15204122;"Val-Rude-Orthogneis";"Orthogneiss du Val Rude"
;15204123;"Corvatsch-Granodiorit";"Granodiorite du Corvatsch"
;15204124;"Julier-Granodiorit";"Granodiorite du Julier"
;15204125;"Sasso-Rosso-Granodiorit";"Granodiorite du Sasso Rosso"
;15204126;"Lavinèr-Brekzie";"Brèche du Piz Lavinèr"
;15204127;"Haupter-Brekzie";"Brèche de l'Haupter"
;15204128;"Permo-Karbon des Ostalpins";"Permo-Carbonifère de l'Austroalpin"
;15204130;"Buffalora-Gruppe";"Groupe de Buffalora"
;15204132;"Variszische Intrusiva des Ostalpins";"roches intrusives varisques de l'Austroalpin"
;15204133;"alkalinische Intrusiva des Ostalpins";"roches intrusives alcalines de l'Austroalpin"
;15204134;"kalkalkalische Intrusiva des Ostalpins";"roches intrusives calc-alcalines de l'Austroalpin"
;15204135;"prävariszische Orthogneise des Ostalpins";"orthogneiss anté-varisques de l'Austroalpin"
;15204136;"prävariszische Paragneise des Ostalpins";"paragneiss anté-varisques de l'Austroalpin"
;15204137;"prävariszische Grüngesteine des Ostalpins";"roches vertes anté-varisques de l'Austroalpin"
;15204138;"Uglix-Plattenkalk";"Calcaire d'Uglix"
;15204139;"Parait-Chavagl-Granit";"Granite du Parait Chavagl"
;15204140;"Clavadatsch-Brekzie";"Brèche de Clavadatsch"
;15204141;"Corno-di-Campo-Granodiorit";"Granodiorite du Corno di Campo"
;15204142;"Campocologno-Gabbro";"Gabbro de Campocologno"
;15204143;"Celerina-Orthogneis";"Orthogneiss de Celerina"
;15204144;"Tonale-Schiefer";"Schistes du Tonale"
;15204145;"Gips der Raibl-Gruppe";"Gypse du Groupe de Raibl"
;15204146;"Rauwacke der Raibl-Gruppe";"Cornieule du Groupe de Raibl"
;15204147;"Rifffazies der Arlberg-Formation";"faciès récifal de la Formation de l'Arlberg"
;15204148;"Alpiner Muschelkalk";"Alpiner Muschelkalk"
;15204149;"Raibl-Gr.: Dolomit";"Groupe de Raible: dolomite"
;15204150;"Hauptdolomit-Gr.: bituminöse Dolomitbrekzie";"Groupe de la Hauptdolomite: brèche dolomitique bitumineuse"
;15204151;"Raibl-Gruppe der Zentralschweizer Klippen";"Groupe de Raibl des klippes de Suisse centrale"
;15205001;"Dolin-Gruppe";"Groupe du Dolin"
;15205002;"Dolin-Kalkbrekzie";"Brèche calcaire du Dolin"
;15205003;"Roisan-Zone";"zone de Roisan"
;15205004;"Arolla-Serie";"Série d'Arolla"
;15205005;"Mont-Collon-Komplex";"Complexe du Mont Collon"
;15205006;"Orthogneis der Arolla-Gruppe";"orthogneiss du Groupe d'Arolla"
;15205007;"Valpelline-Serie";"Série de Valpelline"
;15205008;"Castel-di-Sotto-Ton";"Argile de Castel di Sotto"
;15205009;"Pontegana-Konglomerat";"Conglomérat de Pontegana"
;15205010;"Gruppe des Lombardischen Gompholit";"Groupe de la Gompholite Lombarde"
;15205011;"Lucino-Konglomerat";"Conglomérat de Lucino"
;15205012;"Cagno-Sandstein";"Grès de Cagno"
;15205013;"Val-Grande-Sandstein";"Grès du Val Grande"
;15205014;"Prestino-Pelite";"Pélite de Prestino"
;15205015;"Como-Konglomerat";"Conglomérat de Como"
;15205016;"Malnate-Sandstein";"Grès de Malnate"
;15205017;"Rio-dei-Gioghi-Pelite";"Pélite du Rio dei Gioghi"
"Vtec401001";15205018;"Chiasso-Formation";"Formation de Chiasso"
"Vtec401022";15205019;"Villa-Olmo-Konglomerat";"Conglomérat de Villa Olmo"
"Vtec401023";15205020;"Ternate-Formation";"Formation de Ternate"
"Vtec401024";15205021;"Brenno-Formation";"Formation de Brenno"
"Vtec401025";15205022;"Prella-Konglomerat";"Conglomérat de Prella"
"Vtec401026";15205023;"Gruppe des Lombardischen Flysch";"Groupe du Flysch Lombard"
"Vtec401027";15205024;"Bergamo-Flysch";"Flysch de Bergamo"
"Vtec401030";15205025;"Coldrerio-Flysch";"Flysch de Coldrerio"
;15205026;"Torre-Konglomerat";"Conglomérat de Torre"
;15205027;"Varesotto-Flysch";"Flysch du Varesotto"
;15205028;"Gruppe der Scaglia Lombarda";"Groupe de la Scaglia Lombarda"
;15205029;"Scaglia Rossa Lombarda";"Scaglia Rossa Lombarda"
;15205030;"Scaglia Bianca Lombarda";"Scaglia Bianca Lombarda"
;15205031;"Scaglia Variegata Lombarda";"Scaglia Variegata Lombarda"
;15205032;"Maiolica Lombarda";"Maiolica Lombarda"
;15205033;"Lombardische Radiolarit-Gruppe";"Groupe de la Radiolarite Lombarde"
;15205034;"Rosso ad Aptici";"Rosso ad Aptici"
;15205035;"Calcari a bivalvi planctonici";"Calcari a bivalvi planctonici"
;15205036;"Rosso Ammonitico Lombardo";"Rosso Ammonitico Lombardo"
;15205037;"Grenzposidonienschichten";"Lumachelle à Posidonia alpina (Grenzposidonienschichten)"
;15205038;"Morbio-Formation";"Formation de Morbio"
;15205039;"Besazio-Kalk";"Calcaire de Besazio"
;15205040;"Moltrasio-Formation";"Formation de Moltrasio"
;15205041;"Molino-Member";"Membre du Molino"
;15205042;"Saltrio-Formation";"Formation de Saltrio"
;15205043;"Macchia Vecchia";"Macchia Vecchia"
;15205044;"Broccatello d'Arzo";"Broccatello d'Arzo"
;15205045;"Albenza-Formation";"Formation de l'Albenza"
;15205046;"Zu-Kalk";"Calcaire de Zu"
;15205047;"Tremona-Formation";"Formation de Tremona"
;15205048;"Brecce Retiche";"Brecce Retiche"
;15205049;"Riva-di-Solto-Tonstein";"Argilite de Riva di Solto"
;15205050;"Hauptdolomit";"Dolomia Principale"
;15205051;"Pizzella-Mergel";"Marne du (Monte) Pizzella"
;15205052;"Cunardo-Formation";"Formation de Cunardo"
;15205053;"Meride-Formation";"Formation de Meride"
;15205054;"Kalkschieferzone";"Kalkschieferzone (Fm. de Meride)"
;15205055;"Cassina-Bank";"Banc de Cassina"
;15205056;"Cava Superiore";"Cava Superiore"
;15205057;"Cava Inferiore";"Cava Inferiore"
;15205058;"San-Giorgio-Dolomit";"Dolomie du (Monte) San Giorgio"
;15205059;"Val-Serrata-Tuffite";"Tuffite du Val Serrata"
;15205060;"Besano-Formation";"Formation de Besano"
;15205061;"San-Salvatore-Dolomit";"Dolomie du (Monte) San Salvatore"
;15205062;"Bellano-Formation";"Formation de Bellano"
"Vtec402006";15205063;"Servino";"Servino"
;15205064;"Verrucano Lombardo";"Verrucano Lombardo"
"Vtec402008";15205065;"Permische Vulkanite";"Roches volcanique permienne du Sudalpin"
"Vtec402009";15205066;"Granophyr";"Granophyre permien du Sudalpin"
;15205067;"Andesit und Dazit";"Andésite et dacite permiennes du Sudalpin"
"Vtec402011";15205068;"Basalt";"Basalte permien du Sudalpin"
"Vtec402012";15205069;"Basaler Tuf";"Tuf basal permien du Sudalpin"
"Vtec402013";15205070;"Manno-Formation";"Formation de Manno"
;15205079;"Variszische Intrusiva des Südalpins";"roches intrusives varisques du Sudalpin"
"Vtec402015";15205081;"Prävariszische Metasedimente des Südalpins";"métasédiments anté-varisques du Sudalpin"
"Vtec402016";15205099;"Oberer Meride-Kalk";"Partie supérieure du Calcaire de Meride"
;15205100;"Unterer Meride-Kalk";"Partie inférieure du Calcaire de Meride"
"Vtec402020";15205101;"Dolomit-Band (Meride)";"Dolomit-Band (Fm. de Meride)"
"Vtec402021";15205102;"Kalk der Dolin-Gruppe";"Calcaire du Groupe du Dolin"
"Vtec402022";15205103;"Dolomit der Dolin-Gruppe";"Dolomie du Groupe du Dolin"
"Vtec402023";15205104;"Rauwacke der Dolin-Gruppe";"Cornieule du Groupe du Dolin"
"Vtec402024";15205105;"Quarzit der Dolin-Gruppe";"Quartzite du Groupe du Dolin"
;15205106;"Orthogneis der Arolla-Gruppe, leukokrat";"Orthogneiss du Groupe d'Arolla, leucocrate"
"Vtec402026";15205107;"Orthogneis der Arolla-Gruppe, augig";"Orthogneiss du Groupe d'Arolla, oeillé"
"Vtec402027";15205108;"Orthogneis der Arolla-Gruppe, mylonitisch";"Orthogneiss du Groupe d'Arolla, mylonitique"
"Vtec402028";15205109;"Gneis der Arolla-Gruppe, mylonitisch";"Gneiss du Groupe d'Arolla, mylonitique"
;15205110;"Gneis der Arolla-Gruppe, mikroaugig";"Gneiss du Groupe d'Arolla, micro-oeillé"
;15205111;"Metagranitoide der Arolla-Gruppe";"Métagranitoïde du Groupe d'Arolla"
"Vtec402031";15205112;"Metabasit der Arolla-Gruppe";"Métaroche basique du Groupe d'Arolla"
;15205113;"Metabasit der Arolla-Gruppe, mylonitisch";"Métaroche basique du Groupe d'Arolla, mylonitique"
;15205114;"Prasinit der Arolla-Gruppe";"Prasinite du Groupe d'Arolla"
"Vtec402034";15205115;"Hornblendegabbro der Arolla-Decke";"Gabbro à horneblende du Groupe d'Arolla"
"Vtec402035";15205116;"Ultramafitit der Arolla-Gruppe";"Roche ultramafique du Groupe d'Arolla"
"Vtec402036";15205117;"Paragneiss der Arolla-Gruppe";"Paragneiss du Groupe d'Arolla"
